"CO_UF_RESIDENCIA","SG_UF_RESIDENCIA","NU_IDADE","TP_SEXO","TP_NACIONALIDADE","TP_ST_CONCLUSAO","TP_ANO_CONCLUIU","TP_ESCOLA","IN_TREINEIRO","IN_BAIXA_VISAO","IN_CEGUEIRA","IN_SURDEZ","IN_DISLEXIA","IN_DISCALCULIA","IN_SABATISTA","IN_GESTANTE","IN_IDOSO","TP_PRESENCA_CN","TP_PRESENCA_CH","TP_PRESENCA_LC","CO_PROVA_CN","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","TP_STATUS_REDACAO","NU_NOTA_COMP1","NU_NOTA_COMP2","NU_NOTA_COMP3","NU_NOTA_COMP4","NU_NOTA_COMP5","NU_NOTA_REDACAO","Q001","Q002","Q006","Q024","Q025","Q026","Q027","Q047","regioes","idade2"
50,12,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,534.7,522.7,544.6,1,120,120,120,120,40,520,6,5,7,2,2,3,5,1,1,34
23,6,18,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,370.5,417.4,446.4,6,0,0,0,0,0,0,3,3,2,1,1,1,1,1,2,36
26,16,46,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,448,493.4,471.6,1,120,120,100,120,100,560,3,2,1,1,1,1,1,1,2,92
35,26,19,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,636.5,640.7,615,1,140,140,120,140,100,640,7,6,7,2,1,1,1,4,4,38
23,6,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,502.3,533.6,466.5,1,80,80,80,80,80,400,5,3,2,1,1,1,1,1,2,36
21,10,34,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,443.5,506.1,467.6,1,120,80,80,100,40,420,3,5,4,2,2,2,7,1,2,68
26,16,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,592,635.8,596.7,1,120,140,140,120,80,600,5,5,2,1,1,1,1,5,2,34
35,26,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,398.9,512.9,557.2,1,120,120,100,140,40,520,5,5,9,3,2,1,1,4,4,34
13,3,21,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,515.1,538.8,466.2,1,160,120,120,120,40,560,8,8,2,1,1,2,7,1,3,42
23,6,17,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,720,731.3,621.1,1,160,160,200,200,120,840,7,5,11,2,2,1,1,4,2,34
35,26,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,416.6,467.7,595.9,1,160,180,180,140,140,800,5,5,5,2,2,1,1,1,4,32
29,5,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,497.7,451.9,551.7,1,120,120,80,100,80,500,3,5,3,2,2,1,1,1,2,38
22,17,34,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,412.9,456.6,375.7,1,120,80,100,120,60,480,5,5,2,1,1,2,14,5,2,68
32,8,24,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,374.3,606.6,547,1,80,80,80,80,40,360,4,4,3,2,2,2,9,1,4,48
31,11,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,446.9,507.7,436.2,1,160,200,200,200,200,960,2,2,6,2,2,3,3,1,4,36
31,11,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,442,499.9,480,1,120,80,100,120,80,500,3,2,3,1,1,2,4,1,4,38
35,26,20,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,740.7,654.1,628.8,1,160,140,120,140,100,660,7,6,12,3,2,1,1,4,4,40
43,23,18,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,510.1,593.3,609.9,1,120,100,100,120,120,560,3,4,3,1,2,1,1,1,5,36
25,15,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,9,455.2,426.9,484.2,1,120,100,100,120,120,560,2,2,2,2,2,1,1,1,2,32
41,18,19,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,461.3,457.9,408.6,1,120,100,80,80,60,440,4,4,6,2,2,2,7,1,5,38
21,10,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,387.7,528,437.7,1,120,80,80,80,40,400,8,4,3,1,1,1,1,1,2,38
29,5,18,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,450.7,523.4,543.7,1,140,120,120,120,40,540,5,5,2,1,1,2,4,1,2,36
35,26,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,578,567.7,592.4,1,140,140,120,140,60,600,8,2,6,1,1,3,7,1,4,38
42,24,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,630.8,655.3,668.8,1,160,200,200,200,180,940,6,4,1,2,2,1,1,1,5,34
42,24,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,453.2,661.2,630.7,1,140,160,160,160,100,720,7,7,10,4,2,1,1,4,5,34
13,3,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,483.3,587.1,577.7,1,140,100,120,140,100,600,5,7,4,1,1,1,1,1,3,34
43,23,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,441.7,444.4,427.8,1,120,120,80,100,60,480,2,4,4,1,1,1,1,1,5,32
29,5,17,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,575.8,599.4,601.8,1,120,100,120,100,80,520,3,5,5,3,2,1,1,1,2,34
29,5,30,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,468.1,616.7,586.7,1,140,140,120,160,80,640,2,4,5,2,1,3,12,1,2,60
31,11,19,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,392,368.7,360.1,1,60,60,20,40,40,220,8,8,2,2,2,1,1,1,4,38
31,11,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,7,4,386,437.3,502.4,1,140,120,100,120,40,520,2,2,3,1,1,3,5,1,4,34
35,26,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,376.4,408,503.3,1,120,120,80,100,20,440,5,4,4,2,2,1,1,1,4,36
29,5,22,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,432.8,536.5,506.9,1,120,80,40,40,0,280,1,2,2,1,2,1,1,1,2,44
21,10,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,466.7,447.1,429.5,1,120,120,120,120,120,600,3,3,2,2,1,1,1,1,2,36
41,18,21,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,581.5,663,595.9,1,140,160,160,140,140,740,3,3,4,2,1,2,6,1,5,42
28,25,15,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,8,461,474.4,522.6,1,120,100,80,120,100,520,8,4,6,2,2,1,1,1,2,30
25,15,28,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,480.6,485.2,439,1,120,100,80,120,80,500,6,5,7,3,2,3,7,4,2,56
41,18,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,435.7,463.2,369.5,1,120,60,40,80,20,320,4,4,8,2,2,2,4,1,5,34
43,23,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,426.1,483.5,505.8,1,120,120,120,120,140,620,5,3,3,1,1,3,6,1,5,38
31,11,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,9,520.1,591.7,580.1,1,160,140,120,120,140,680,2,2,6,2,2,2,4,1,4,32
13,3,23,2,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,601.1,615.1,474.7,1,120,140,100,160,140,660,3,4,7,3,2,2,6,1,3,46
23,6,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,512.7,530.7,475.3,1,120,120,120,120,40,520,2,3,2,1,1,1,1,1,2,34
29,5,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,388.1,383.1,370.4,1,100,100,100,80,60,440,1,2,2,1,2,1,1,1,2,34
31,11,29,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,499.2,567.9,565.4,1,120,60,80,100,120,480,3,4,2,1,1,2,5,1,4,58
13,3,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,7,4,458.7,568.8,579.1,1,120,120,120,120,40,520,6,6,5,4,2,2,3,2,3,34
15,14,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,594.5,661.4,592.6,1,140,200,200,160,140,840,4,3,5,1,1,1,1,1,3,38
29,5,27,1,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,470.3,442.6,478.1,1,100,100,80,80,60,420,8,2,1,2,1,2,2,1,2,54
35,26,16,1,3,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,375.3,472.7,500.1,1,100,80,80,120,80,460,5,5,5,2,2,1,1,1,4,32
29,5,25,2,1,1,4,1,0,0,0,0,0,0,1,0,0,1,1,1,8,2,9,462.4,522,429.7,7,0,0,0,0,0,0,2,2,3,1,1,3,7,1,2,50
29,5,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,447.4,484.8,416.7,1,100,80,100,120,40,440,3,5,2,1,2,1,1,1,2,34
22,17,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,8,458.5,382,395,1,100,100,80,100,80,460,4,3,4,1,2,3,4,1,2,32
31,11,31,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,393.2,584.8,514.8,1,140,120,120,120,120,620,4,3,8,2,2,3,7,1,4,62
53,7,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,511.7,649.1,604.2,1,120,120,120,120,100,580,5,4,3,1,2,1,1,1,1,38
23,6,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,392.2,564.8,542,1,160,120,120,120,100,620,2,3,2,1,1,1,1,1,2,36
41,18,15,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,6,7,614.3,667.4,654.6,1,120,100,80,120,100,520,4,5,5,3,2,1,1,1,5,30
27,2,28,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,491.6,518,502.1,1,120,80,80,120,20,420,2,4,2,2,2,2,14,1,2,56
41,18,17,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,530.2,520,460.1,1,80,80,80,80,40,360,4,5,3,1,1,1,1,1,5,34
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,396.5,392.3,431.7,1,120,60,100,120,20,420,4,5,4,2,1,1,1,1,4,34
31,11,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,384.2,518.1,455.3,1,80,100,80,80,40,380,3,3,2,1,1,2,6,1,4,38
35,26,16,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,472.9,562.1,527.4,1,140,120,120,140,80,600,4,3,4,2,2,1,1,1,4,32
52,9,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,429.6,521,370.7,1,140,140,160,140,100,680,2,2,5,1,1,2,5,1,1,36
52,9,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,485.3,553.4,444.2,1,120,120,100,100,120,560,4,7,7,2,2,2,5,1,1,38
35,26,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,398.7,520.6,443.5,1,140,120,120,120,80,580,2,5,5,2,2,1,1,1,4,38
31,11,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,406.1,440.8,428.2,1,120,120,120,100,120,580,2,2,3,2,2,1,1,1,4,34
23,6,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,2,9,451.4,569.8,493.2,1,120,120,120,120,120,600,3,4,2,1,1,1,1,1,2,34
29,5,18,1,1,2,0,2,0,1,0,0,0,0,0,0,0,1,1,1,2,7,4,447.9,440.7,451.4,1,120,120,120,120,60,540,3,4,2,1,1,1,1,1,2,36
29,5,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,463.3,535.8,473.9,1,120,100,100,80,0,400,5,5,2,2,2,1,1,1,2,36
35,26,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,504.1,601.3,477.6,1,120,120,100,120,40,500,5,4,7,2,2,1,1,1,4,34
23,6,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,6,7,440.5,456.6,450.9,1,100,120,100,80,100,500,1,5,2,1,1,1,1,1,2,34
23,6,15,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,1,8,381.9,467,439,1,80,100,80,80,40,380,3,4,2,1,1,1,1,1,2,30
33,19,18,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,600.7,608.6,639.1,1,160,180,180,160,80,760,5,5,7,2,2,1,1,4,4,36
41,18,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,423.8,449.1,444.3,1,80,80,80,80,0,320,6,5,3,1,1,2,5,1,5,36
15,14,34,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,3,9,1,563.9,584.5,529.3,1,120,120,100,120,100,560,2,3,2,2,2,1,1,1,3,68
23,6,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,1,8,373.3,399.2,450.4,1,120,120,100,100,40,480,2,5,3,2,1,1,1,1,2,34
29,5,17,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,1,1,7,1,8,487.2,498.2,505.1,1,100,120,140,120,100,580,2,2,2,1,2,1,1,1,2,34
35,26,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,550,584.2,528.5,1,120,120,100,120,120,580,4,5,9,2,2,1,1,1,4,34
31,11,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,515,565.9,569.6,1,160,160,160,180,120,780,8,5,4,2,2,1,1,1,4,32
29,5,46,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,625.3,658.2,604.3,1,120,40,40,100,60,360,6,6,8,3,2,3,7,1,2,92
31,11,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,9,589.5,653.4,646.3,1,160,160,120,120,120,680,6,7,10,2,2,1,1,4,4,34
31,11,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,368.7,519.1,558.1,1,120,120,120,120,120,600,5,5,3,2,2,1,1,1,4,32
27,2,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,432.1,527.5,544.2,1,120,120,80,100,100,520,1,1,2,2,1,1,1,1,2,36
35,26,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,482,401.2,420,1,80,80,80,80,20,340,8,8,2,1,1,2,4,1,4,36
17,27,19,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,416.8,447.5,386.1,1,120,120,100,100,80,520,2,2,2,1,1,1,1,1,3,38
31,11,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,636.4,666.6,658.1,1,140,140,120,160,160,720,7,6,10,5,2,1,1,1,4,34
23,6,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,440.8,493.1,507.4,1,100,100,100,80,40,420,1,1,2,1,1,1,1,1,2,34
24,20,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,410,352.7,452.5,1,80,80,80,80,60,380,1,4,1,1,1,1,1,1,2,32
11,21,25,2,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,419.3,444.8,499.1,1,100,120,120,80,40,460,6,5,1,2,2,2,5,1,3,50
22,17,16,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,466.6,600.8,608.9,1,120,120,100,120,60,520,8,2,2,1,1,1,1,1,2,32
23,6,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,368.1,540.9,497.1,1,120,100,80,120,60,480,8,8,2,1,2,1,1,1,2,36
23,6,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,456,382.8,440.3,1,80,60,40,60,40,280,2,3,2,1,1,1,1,1,2,34
23,6,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,478.4,520.4,462.2,1,100,80,80,80,80,420,5,5,2,1,2,2,4,1,2,36
52,9,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,545.8,548.1,536.9,1,120,120,120,120,60,540,2,3,1,1,2,1,1,1,1,32
23,6,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,1,8,390.7,550.6,477.8,1,120,120,120,120,80,560,8,5,2,2,2,1,1,1,2,34
22,17,26,2,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,441.4,509.9,498,1,80,80,80,80,80,400,2,2,3,2,1,3,7,1,2,52
29,5,19,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,549.5,600.1,510.5,1,160,140,160,160,120,740,4,5,2,2,2,1,1,1,2,38
26,16,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,645.1,603.6,617.1,1,140,160,120,140,80,640,5,5,9,2,2,1,1,1,2,36
21,10,25,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,386.3,578.7,411.3,1,160,180,180,180,60,760,4,6,4,2,1,3,8,1,2,50
43,23,20,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,397.2,541.3,484.3,1,120,120,100,120,40,500,3,8,3,2,2,2,7,1,5,40
35,26,25,2,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,589.5,475.7,567.4,1,120,120,120,120,80,560,5,5,3,2,2,2,7,1,4,50
43,23,28,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,492.2,535.7,566.7,1,120,120,120,120,80,560,5,5,3,2,1,3,5,1,5,56
32,8,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,9,8,2,408.6,394.3,433.5,1,140,120,100,120,40,520,8,8,2,1,2,1,1,1,4,34
51,13,30,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,425.6,557,547,1,120,100,80,120,100,520,2,2,6,1,2,2,4,1,1,60
43,23,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,552.6,562.4,527.9,1,140,120,120,120,80,580,6,4,3,2,2,1,1,1,5,34
26,16,20,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,449.4,551,562.4,1,120,120,100,120,60,520,4,3,6,2,2,2,7,1,2,40
31,11,21,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,6,9,1,408.5,424.5,346.3,1,80,80,60,80,40,340,4,4,3,2,2,2,4,1,4,42
25,15,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,589.3,596.4,594.7,1,160,140,120,180,120,720,3,3,2,2,2,1,1,1,2,34
15,14,20,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,422.6,549.4,458.8,1,120,140,120,160,140,680,3,4,2,1,1,1,1,1,3,40
43,23,23,2,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,470.9,651.4,601.3,1,140,140,120,160,120,680,5,4,3,1,2,2,4,1,5,46
23,6,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,7,4,469.3,520.1,510.9,1,40,80,80,40,40,280,2,2,3,1,1,1,1,1,2,32
23,6,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,7,4,426.5,370.2,499.9,1,120,120,120,120,80,560,5,6,14,4,1,1,1,4,2,34
16,4,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,415.5,489.3,433.1,1,100,80,80,80,20,360,2,5,3,1,1,1,1,1,3,36
13,3,25,1,2,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,472.3,558.9,515.2,1,120,120,100,120,20,480,2,5,3,1,2,2,11,1,3,50
27,2,23,2,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,529.3,579,554.9,1,120,100,100,120,80,520,8,5,9,2,2,1,1,1,2,46
31,11,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,492.3,550,573.2,1,140,120,120,140,120,640,2,2,2,1,2,1,1,1,4,36
21,10,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,402.3,379.2,446.6,1,120,80,80,80,0,360,5,5,3,1,1,1,1,1,2,32
15,14,27,2,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,528.9,622.3,586.5,1,120,120,140,120,120,620,3,2,3,2,2,3,2,1,3,54
29,5,17,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,520,615,631.4,1,160,120,120,160,100,660,7,7,10,3,2,1,1,4,2,34
35,26,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,469.3,535.3,560.5,1,140,120,120,140,120,640,4,5,3,2,2,1,1,4,4,40
43,23,21,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,453.1,545.4,529.9,1,100,120,100,120,20,460,5,5,4,2,2,2,5,1,5,42
31,11,26,1,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,533.7,534.7,518.9,1,120,120,120,120,120,600,4,4,4,2,2,2,9,1,4,52
27,2,23,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,434.1,457.4,469.8,1,120,120,100,120,40,500,2,1,2,1,1,2,10,1,2,46
21,10,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,514.5,506.7,516.1,1,140,120,120,140,80,600,2,7,2,1,1,1,1,1,2,36
51,13,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,438,539.5,516,1,120,120,140,120,100,600,5,3,3,1,1,2,4,1,1,36
35,26,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,494.1,477.7,408.7,1,120,80,80,100,40,420,5,5,9,3,2,3,5,1,4,36
52,9,23,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,381.9,506,533.2,1,120,120,120,120,80,560,3,7,4,3,2,3,4,1,1,46
31,11,20,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,476.3,436.4,439.6,1,120,100,80,100,80,480,5,3,4,3,2,1,1,1,4,40
42,24,16,1,1,3,0,1,1,0,0,0,0,0,1,0,0,1,1,1,8,7,4,388.9,600.5,439.8,1,140,140,140,160,80,660,6,6,14,3,2,1,1,4,5,32
35,26,20,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,400.9,524.2,518.6,1,120,40,40,120,0,320,2,2,3,2,2,1,1,1,4,40
32,8,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,445.2,559.9,490.5,1,120,120,120,120,120,600,5,5,2,1,1,1,1,1,4,38
29,5,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,504.9,551.2,571.6,1,120,120,120,120,60,540,1,3,2,1,1,1,1,1,2,38
52,9,20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,443.4,509.5,540.3,1,100,100,80,120,40,440,2,5,1,1,1,1,1,1,1,40
26,16,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,413.8,557,561.5,1,120,120,120,120,40,520,2,3,2,2,2,1,1,1,2,36
43,23,29,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,644.2,676.8,663.5,1,160,200,180,160,140,840,2,3,5,2,2,2,12,1,5,58
33,19,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,476.1,376.3,466.1,1,120,100,120,120,40,500,8,3,2,1,1,2,5,1,4,38
35,26,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,393.2,536.7,528.9,1,100,80,60,100,0,340,4,5,4,2,2,2,6,1,4,36
29,5,18,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,592.3,650.3,610,1,100,120,120,120,80,540,7,5,9,2,2,1,1,4,2,36
53,7,41,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,543.2,654,649.2,1,160,160,160,160,40,680,3,3,12,3,2,3,5,1,1,82
41,18,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,557.4,557.8,590.8,1,140,160,160,120,80,660,5,4,6,2,2,3,4,1,5,34
25,15,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,418,438.1,419.2,1,80,120,80,80,40,400,2,3,2,1,1,1,1,1,2,40
42,24,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,374,478.3,517.9,1,140,40,80,140,40,440,4,5,4,2,2,2,5,1,5,34
15,14,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,478.2,548,473.9,1,120,120,120,120,80,560,5,4,2,2,1,2,4,1,3,34
35,26,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,6,7,431.7,502.4,535.8,1,120,120,120,120,60,540,8,5,2,2,2,2,4,1,4,34
43,23,16,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,521.5,552.3,465.9,1,160,120,140,120,60,600,6,5,9,2,2,1,1,1,5,32
43,23,22,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,450.3,443,469.8,1,120,100,80,100,40,440,4,4,4,2,2,1,1,1,5,44
41,18,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,528.1,619.8,574.3,1,160,160,120,160,160,760,3,4,12,2,2,1,1,1,5,32
31,11,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,384.9,462.9,497.5,1,120,80,80,120,80,480,8,8,1,1,1,1,1,1,4,36
35,26,24,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,512.6,642.9,601.3,1,120,120,80,120,40,480,5,5,13,2,2,3,7,2,4,48
42,24,25,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,409.9,556.6,543.6,1,120,80,80,80,60,420,3,3,8,2,2,2,5,1,5,50
